Episodes,Emition_Date,Users,Rank,Title,Score
TV (112 eps),Oct 1992 - Dec 1994,"2,824",1918,Tsuyoshi Shikkari Shinasai,7.07
TV (47 eps),Jan 1993 - Jan 1994,"3,316",1919,Yuusha Tokkyuu Might Gaine,7.07
TV (52 eps),Feb 2004 - Feb 2005,"3,629",1920,Kaiketsu Zorori,7.07
TV (12 eps),Oct 2021 - Dec 2021,"193,373",1921,Kaizoku Oujo,7.07
TV (12 eps),Jul 2023 - Sep 2023,"155,812",1922,"Kanojo, Okarishimasu 3rd Season",7.07
TV (13 eps),Jan 2002 - Mar 2002,"65,648",1923,Kanon,7.07
TV (46 eps),Oct 1991 - Sep 1992,"3,794",1924,Kinnikuman: Kinnikusei Oui Soudatsu-hen,7.07
TV (153 eps),Apr 2006 - Mar 2009,"32,128",1925,Kirarin☆Revolution,7.07
TV (13 eps),Jul 2017 - Sep 2017,"259,074",1926,Knight's & Magic,7.07
TV (46 eps),Oct 1975 - Aug 1976,"3,515",1927,Koutetsu Jeeg,7.07
TV (54 eps),Feb 1990 - Feb 1991,"13,599",1928,Kyattou Ninden Teyandee,7.07
TV (21 eps),Oct 2011 - Mar 2012,"45,705",1929,Last Exile: Ginyoku no Fam,7.07
TV (55 eps),Oct 2006 - Oct 2007,"13,436",1930,Ryuusei no Rockman,7.07
TV (26 eps),Jul 1999 - Dec 1999,"17,475",1931,Senkaiden Houshin Engi,7.07
TV (26 eps),Jul 1998 - Dec 1998,"14,679",1932,Shadow Skill: Eigi,7.07
TV (12 eps),Oct 2016 - Dec 2016,"44,350",1933,Shakunetsu no Takkyuu Musume,7.07
TV (18 eps),Jan 2019 - Mar 2019,"227,040",1934,Boogiepop wa Warawanai (2019),7.07
TV (13 eps),Jan 2010 - Mar 2010,"9,167",1935,Cobra The Animation,7.07
TV (104 eps),Apr 2003 - Mar 2004,"7,864",1936,Di Gi Charat Nyo,7.07
TV (13 eps),Apr 1999 - Jul 1999,"18,541",1937,Dual! Parallel Lun-Lun Monogatari,7.07
TV (12 eps),Apr 2017 - Jul 2017,"447,655",1938,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,7.07
TV (12 eps),Jul 2010 - Sep 2010,"1,493,185",1939,Highschool of the Dead,7.07
TV (13 eps),Oct 2005 - Jan 2006,"20,562",1940,IGPX: Immortal Grand Prix (2005),7.07
TV (26 eps),Oct 2003 - Apr 2004,"12,503",1941,Ginga Tetsudou Monogatari,7.06
TV (39 eps),Apr 2009 - Feb 2010,"6,087",1942,Higepiyo,7.06
TV (12 eps),Oct 2014 - Dec 2014,"421,981",1943,Inou-Battle wa Nichijou-kei no Naka de,7.06
TV (12 eps),Oct 2016 - Dec 2016,"31,245",1944,Show By Rock!! #,7.06
TV (13 eps),Oct 2008 - May 2009,"4,589",1945,Usavich III,7.06
TV (13 eps),Feb 2004 - May 2004,"12,790",1946,Yuugo: Koushounin,7.06
TV (12 eps),Apr 2017 - Jun 2017,"267,047",1947,Zero kara Hajimeru Mahou no Sho,7.06
TV (12 eps),Jan 2021 - Mar 2021,"239,783",1948,Log Horizon: Entaku Houkai,7.06
TV (48 eps),Apr 2020 - Apr 2021,"7,805",1949,Mewkledreamy,7.06
TV (24 eps),Oct 2007 - Mar 2008,"15,602",1950,Mokke,7.06
TV (156 eps),Sep 1969 - Mar 1970,"1,283",1951,Otoko Ippiki Gaki Daishou,7.06
TV (12 eps),Feb 2007 - May 2007,"9,023",1952,Rocket Girls,7.06
TV (26 eps),Oct 2014 - Mar 2015,"30,220",1953,Sanzoku no Musume Ronja,7.06
TV (12 eps),Jul 2021 - Sep 2021,"355,077",1954,Seirei Gensouki,7.06
TV (25 eps),Apr 2017 - Sep 2017,"22,866",1955,Kyoukai no Rinne 3rd Season,7.05
TV (40 eps),Apr 2004 - Mar 2005,"30,283",1956,Mahou Shoujo-tai Arusu,7.05
TV (61 eps),Mar 1996 - Jul 1997,"2,181",1957,Midori no Makibao,7.05
TV (12 eps),Apr 2023 - Jun 2023,"120,488",1958,My Home Hero,7.05
TV (12 eps),Jul 2022 - Sep 2022,"53,211",1959,Orient: Awajishima Gekitou-hen,7.05
TV (170 eps),Apr 1993 - Mar 1996,"1,139",1960,Pokonyan!,7.05
TV (13 eps),Apr 2020 - Jun 2020,"282,192",1961,Princess Connect! Re:Dive,7.05
TV (13 eps),Oct 2009 - Dec 2009,"73,997",1962,Sasameki Koto,7.05
TV (25 eps),Oct 2019 - Mar 2020,"6,041",1963,Aikatsu on Parade!,7.05
TV (51 eps),Apr 2017 - Mar 2018,"18,031",1964,Beyblade Burst God,7.05
TV (52 eps),Apr 1999 - Oct 2000,"16,702",1965,Corrector Yui,7.05
TV (39 eps),May 1980 - Jan 1981,"17,218",1966,Densetsu Kyojin Ideon,7.05
TV (47 eps),Mar 1981 - Feb 1982,"6,357",1967,Hello! Sandybell,7.05
TV (12 eps),Jul 2009 - Sep 2009,"43,336",1968,Sora no Manimani,7.05
TV (29 eps),Apr 1995 - Nov 1995,"27,499",1969,Street Fighter II V,7.05
TV (14 eps),Jan 2007 - Apr 2007,"94,062",1970,Tokyo Majin Gakuen Kenpucho: Tou,7.05
TV (12 eps),Oct 2014 - Dec 2014,"832,426",1971,Trinity Seven,7.05
TV (12 eps),Apr 2015 - Jun 2015,"85,553",1972,Show By Rock!!,7.04
TV (13 eps),Jul 2015 - Sep 2015,"53,961",1973,Sore ga Seiyuu!,7.04
TV (12 eps),Apr 2017 - Jun 2017,"197,765",1974,Tsugumomo,7.04
TV (43 eps),Oct 1987 - Oct 1988,914,1975,Tsuideni Tonchinkan,7.04
TV (26 eps),Jul 2009 - Dec 2009,"219,287",1976,Umineko no Naku Koro ni,7.04
TV (13 eps),Oct 2007 - Jan 2008,"5,069",1977,Usavich II,7.04
TV (13 eps),Jul 2008 - Sep 2008,"19,246",1978,Yakushiji Ryouko no Kaiki Jikenbo,7.04
TV (12 eps),Jan 2015 - Mar 2015,"101,409",1979,Yuri Kuma Arashi,7.04
TV (51 eps),Apr 1991 - Mar 1992,"2,198",1980,Zettai Muteki Raijin-Oh,7.04
TV (12 eps),Jan 2023 - Mar 2023,"134,572",1981,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,7.04
TV (12 eps),Oct 2023 - Dec 2023,"84,444",1982,Kanojo mo Kanojo Season 2,7.04
TV (12 eps),Oct 2013 - Dec 2013,"324,066",1983,Machine-Doll wa Kizutsukanai,7.04
TV (45 eps),Apr 1988 - Mar 1989,"3,102",1984,Mashin Eiyuuden Wataru,7.04
TV (26 eps),Jan 1991 - Nov 1991,"3,074",1985,Ochame na Futago: Claire Gakuin Monogatari,7.04
TV (39 eps),Jul 2006 - Mar 2007,"7,603",1986,Otogi Juushi Akazukin,7.04
TV (12 eps),Jan 2016 - Mar 2016,"94,927",1987,Reikenzan: Hoshikuzu-tachi no Utage,7.04
TV (51 eps),Oct 2004 - Sep 2005,"10,011",1988,Rockman.EXE Stream,7.04
TV (13 eps),Jul 2010 - Sep 2010,"103,461",1989,Seikimatsu Occult Gakuin,7.04
TV (49 eps),Feb 1983 - Jan 1984,"13,161",1990,Seisenshi Dunbine,7.04
TV (12 eps),Jan 2014 - Mar 2014,"144,912",1991,Sekai Seifuku: Bouryaku no Zvezda,7.04
TV (12 eps),Jul 2008 - Sep 2008,"406,312",1992,Sekirei,7.04
TV (24 eps),Apr 2009 - Sep 2009,"61,486",1993,Shangri-La,7.04
TV (25 eps),Oct 2016 - Mar 2017,"111,596",1994,All Out!!,7.04
TV (50 eps),Apr 2003 - Mar 2004,"24,095",1995,Astro Boy: Tetsuwan Atom,7.04
TV (24 eps),Apr 2001 - Sep 2001,"29,029",1996,Galaxy Angel,7.04
TV (? eps),Mar 2014 -,"12,802",1997,Gudetama,7.04
TV (11 eps),Jul 2018 - Sep 2018,"122,363",1998,Jashin-chan Dropkick,7.04
TV (25 eps),Apr 1996 - Sep 1996,"12,022",1999,B'T X,7.03
TV (51 eps),Oct 1997 - Sep 1998,"1,979",2000,Chou Mashin Eiyuuden Wataru,7.03
TV (58 eps),Jan 2012 - Mar 2013,"6,493",2001,Danball Senki W,7.03
TV (12 eps),Oct 1997 - Dec 1997,"13,517",2002,Elf wo Karu Mono-tachi II,7.03
TV (12 eps),Oct 2012 - Dec 2012,"56,542",2003,Hayate no Gotoku! Can't Take My Eyes Off You,7.03
TV (4 eps),Oct 2023 - Nov 2023,"53,153",2004,Houkago Shounen Hanako-kun,7.03
TV (20 eps),Aug 2021 - Dec 2021,"243,350",2005,Jahy-sama wa Kujikenai!,7.03
TV (12 eps),Apr 2016 - Jun 2016,"210,111",2006,Joker Game,7.03
TV (12 eps),Jul 2022 - Sep 2022,"158,567",2007,Soredemo Ayumu wa Yosetekuru,7.03
TV (13 eps),Jan 2005 - Mar 2005,"15,849",2008,Starship Operators,7.03
TV (24 eps),Oct 2013 - Mar 2014,"634,831",2009,Strike the Blood,7.03
TV (20 eps),Mar 1999 - Apr 1999,"7,155",2010,Taiho Shichau zo Special,7.03
TV (52 eps),Oct 1992 - Sep 1993,"3,994",2011,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,7.03
TV (13 eps),Oct 2011 - Dec 2011,"179,493",2012,Kyoukaisenjou no Horizon,7.03
TV (26 eps),Apr 1998 - Sep 1998,"17,202",2013,Lost Universe,7.03
TV (12 eps),Feb 2021 - Jan 2022,"18,169",2014,Maiko-san Chi no Makanai-san,7.03
TV (24 eps),Oct 2006 - Mar 2007,"27,055",2015,Mamoru-kun ni Megami no Shukufuku wo!,7.03
TV (12 eps),Jan 2019 - Mar 2019,"54,770",2016,Meiji Tokyo Renka,7.03
TV (12 eps),Oct 2010 - Dec 2010,"235,583",2017,MM!,7.03
TV (12 eps),Apr 2012 - Jun 2012,"43,573",2018,Natsu-iro Kiseki,7.03
TV (43 eps),Oct 1985 - Jul 1986,"4,981",2019,Ninja Senshi Tobikage,7.03
TV (55 eps),Jan 1995 - Feb 1996,"6,947",2020,Ninkuu,7.03
TV (12 eps),Oct 2014 - Dec 2014,"466,904",2021,Ookami Shoujo to Kuro Ouji,7.03
TV (12 eps),Oct 2006 - Dec 2006,"63,235",2022,Otome wa Boku ni Koishiteru,7.03
TV (25 eps),Oct 1998 - Mar 1999,"3,548",2023,Popolocrois Monogatari,7.03
TV (22 eps),Oct 2006 - Mar 2007,"45,316",2024,Red Garden,7.03
TV (25 eps),Oct 2005 - Apr 2006,"8,314",2025,Rockman.EXE Beast,7.03
TV (13 eps),Jan 2012 - Mar 2012,"117,741",2026,Senki Zesshou Symphogear,7.03
TV (13 eps),Apr 2004 - Jun 2004,"84,858",2027,Koi Kaze,7.02
TV (26 eps),Apr 2004 - Sep 2004,"41,749",2028,Madlax,7.02
TV (12 eps),Oct 2011 - Dec 2011,"154,621",2029,Mashiro-iro Symphony: The Color of Lovers,7.02
TV (12 eps),Apr 2012 - Jun 2012,"253,552",2030,Medaka Box,7.02
TV (12 eps),Apr 2014 - Jun 2014,"439,593",2031,Mekakucity Actors,7.02
TV (12 eps),Jul 2007 - Sep 2007,"22,817",2032,Nanatsu-iro★Drops,7.02
TV (12 eps),Jan 2016 - Mar 2016,"178,901",2033,Oshiete! Galko-chan,7.02
TV (12 eps),Jul 2013 - Sep 2013,"38,176",2034,Ro-Kyu-Bu! SS,7.02
TV (12 eps),Apr 2021 - Jun 2021,"100,058",2035,Shakunetsu Kabaddi,7.02
TV (12 eps),Oct 2006 - Dec 2006,"24,714",2036,Asatte no Houkou.,7.02
TV (12 eps),Jan 2021 - Mar 2021,"50,512",2037,Azur Lane: Bisoku Zenshin!,7.02
TV (26 eps),Oct 1999 - Mar 2000,"80,611",2038,Blue Gender,7.02
TV (65 eps),Jan 2011 - Mar 2012,"53,643",2039,Cardfight!! Vanguard,7.02
TV (26 eps),Oct 2005 - Apr 2006,"4,591",2040,Dae Jang Geum: Jang Geum's Dream,7.02
TV (26 eps),Mar 2007 - Sep 2007,"2,197",2041,Dae Jang Geum: Jang Geum's Dream 2,7.02
TV (26 eps),May 2001 - Nov 2001,"1,840",2042,Daisuki! BuBu ChaCha,7.02
TV (10 eps),Jul 2013 - Sep 2013,"274,201",2043,Fate/kaleid liner Prisma☆Illya,7.02
TV (26 eps),Oct 1997 - May 1998,"2,388",2044,Fortune Quest L,7.02
TV (47 eps),Feb 2005 - Jan 2006,"19,010",2045,Futari wa Precure: Max Heart,7.02
TV (13 eps),Aug 2004 - Nov 2004,"161,600",2046,Gantz 2nd Stage,7.02
TV (50 eps),Feb 1979 - Feb 1980,"5,790",2047,Hana no Ko Lunlun,7.02
TV (12 eps),Apr 2013 - Jul 2013,"45,104",2048,Hayate no Gotoku! Cuties,7.02
TV (51 eps),Apr 2010 - Mar 2011,"10,665",2049,Hime Chen! Otogi Chikku Idol Lilpri,7.02
TV (52 eps),Oct 1989 - Oct 1990,"7,418",2050,Jungle Book Shounen Mowgli,7.02
TV (24 eps),Jul 2005 - Jan 2006,"277,527",2051,Shuffle!,7.02
TV (12 eps),Jan 2014 - Mar 2014,"4,926",2052,Tesagure! Bukatsumono Encore,7.02
TV (25 eps),Oct 2006 - Apr 2007,"37,283",2053,Tokimeki Memorial: Only Love,7.02
TV (12 eps),Jan 2015 - Mar 2015,"1,754,105",2054,Tokyo Ghoul √A,7.02
TV (25 eps),Oct 1980 - Apr 1981,"6,233",2055,Uchuu Senkan Yamato III,7.02
TV (50 eps),Mar 1980 - Feb 1981,"1,489",2056,Uchuu Taitei God Sigma,7.02
TV (12 eps),Jan 2023 - Apr 2023,"9,231",2057,UniteUp!,7.02
TV (13 eps),Jul 2011 - Sep 2011,"197,703",2058,Uta no☆Prince-sama♪ Maji Love 1000%,7.02
TV (12 eps),Jan 2014 - Mar 2014,"54,029",2059,"Wake Up, Girls!",7.02
TV (13 eps),Oct 2000 - Dec 2000,"55,392",2060,Yami no Matsuei,7.02
TV (12 eps),Apr 2022 - Jun 2022,"287,813",2061,"Yuusha, Yamemasu",7.02
TV (12 eps),Jan 2018 - Mar 2018,"81,881",2062,Slow Start,7.01
TV (26 eps),Jan 2009 - Jun 2009,"26,101",2063,Sora wo Kakeru Shoujo,7.01
TV (13 eps),Nov 2006 - Feb 2007,"22,780",2064,Soukou no Strain,7.01
TV (35 eps),May 1983 - Jan 1984,"10,655",2065,Stop!! Hibari-kun!,7.01
TV (12 eps),Apr 2018 - Jul 2018,"613,935",2066,Sword Art Online Alternative: Gun Gale Online,7.01
TV (11 eps),Oct 2003 - Dec 2003,"27,383",2067,Takahashi Rumiko Gekijou Ningyo no Mori,7.01
TV (12 eps),Oct 2003 - Dec 2003,"9,893",2068,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,7.01
TV (13 eps),Apr 2015 - Jun 2015,"59,913",2069,Uta no☆Prince-sama♪ Maji Love Revolutions,7.01
TV (12 eps),Apr 2014 - Jun 2014,"145,625",2070,Kamigami no Asobi,7.01
TV (12 eps),Jul 2020 - Sep 2020,"968,785",2071,"Kanojo, Okarishimasu",7.01
TV (13 eps),Oct 2016 - Dec 2016,"56,314",2072,Magic-Kyun! Renaissance,7.01
TV (12 eps),Jul 2013 - Sep 2013,"116,373",2073,Makai Ouji: Devils and Realist,7.01
TV (12 eps),Mar 2008 - Jun 2008,"2,997",2074,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.01
TV (52 eps),Apr 2011 - Apr 2012,"47,567",2075,Metal Fight Beyblade 4D,7.01
TV (26 eps),Apr 1969 - Sep 1969,"2,298",2076,Ninpuu Kamui Gaiden,7.01
TV (37 eps),Sep 2012 - Jan 2013,"1,400",2077,Qin Shi Mingyue: Wanli Changcheng,7.01
TV (12 eps),Jul 2008 - Sep 2008,"38,527",2078,Seiyou Kottou Yougashiten: Antique,7.01
TV (13 eps),Jan 2017 - Apr 2017,"91,971",2079,BanG Dream!,7.01
TV (12 eps),Jul 2016 - Sep 2016,"29,152",2080,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,7.01
TV (48 eps),Mar 1987 - Mar 1988,"5,392",2081,Hiatari Ryoukou!,7.01
TV (26 eps),Oct 1994 - Mar 1995,"30,252",2082,Blue Seed,7.00
TV (44 eps),Mar 2011 - Jan 2012,"10,084",2083,Danball Senki,7.00
TV (37 eps),Apr 2013 - Dec 2013,"5,044",2084,Danball Senki Wars,7.00
TV (12 eps),Oct 1996 - Dec 1996,"26,616",2085,Elf wo Karu Mono-tachi,7.00
TV (26 eps),May 2001 - Dec 2001,"7,536",2086,Gakuen Senki Muryou,7.00
TV (52 eps),Apr 1987 - Mar 1988,"1,795",2087,Geragera Boes Monogatari,7.00
TV (11 eps),Oct 2006 - Dec 2006,"25,885",2088,Hataraki Man,7.00
TV (50 eps),Oct 1993 - Sep 1994,"2,949",2089,Jungle no Ouja Tar-chan,7.00
TV (53 eps),Jan 2003 - Jan 2004,"2,091",2090,Shutsugeki! Machine Robo Rescue,7.00
TV (26 eps),Jul 2007 - Dec 2007,"24,146",2091,Sky Girls,7.00
TV (26 eps),Apr 1999 - Sep 1999,"7,730",2092,Tenshi ni Narumon!,7.00
TV (296 eps),Jul 2000 - Mar 2006,"59,451",2093,Tottoko Hamtarou,7.00
TV (59 eps),Mar 1988 - Oct 1989,"3,318",2094,Tsurupika Hagemaru-kun,7.00
TV (12 eps),Oct 2016 - Dec 2016,"86,124",2095,ViVid Strike!,7.00
TV (29 eps),Nov 1991 - Sep 1992,"1,571",2096,Watashi to Watashi: Futari no Lotte,7.00
TV (13 eps),Jul 2013 - Sep 2013,"108,034",2097,Yami Shibai,7.00
TV (12 eps),Jul 2018 - Sep 2018,"297,946",2098,Yuragi-sou no Yuuna-san,7.00
TV (13 eps),Jul 2011 - Sep 2011,"72,335",2099,Kamisama Dolls,7.00
TV (48 eps),Feb 1987 - Jan 1988,"5,899",2100,Kikou Senki Dragonar,7.00
TV (50 eps),Jan 1995 - Dec 1995,"1,731",2101,Kuusou Kagaku Sekai Gulliver Boy,7.00
TV (12 eps),Jan 2009 - Mar 2009,"177,409",2102,Maria†Holic,7.00
TV (48 eps),Feb 1995 - Jan 1996,"2,906",2103,Ougon Yuusha Goldran,7.00
TV (26 eps),Sep 2002 - Mar 2003,"13,457",2104,Overman King Gainer,7.00
TV (24 eps),Oct 2007 - Mar 2008,"61,726",2105,Rental Magica,7.00
TV (73 eps),Apr 1978 - Aug 1979,"2,824",2106,SF Saiyuuki Starzinger,7.00
TV (12 eps),Apr 2008 - Jun 2008,"41,353",2107,Kamen no Maid Guy,6.99
TV (12 eps),Jan 2018 - Mar 2018,"185,101",2108,Kokkoku,6.99
TV (51 eps),Apr 2010 - Mar 2011,"53,458",2109,Metal Fight Beyblade: Baku,6.99
TV (12 eps),Jan 2004 - Mar 2004,"14,417",2110,Area 88 (TV),6.99
TV (45 eps),Feb 2022 - Jan 2023,"9,424",2111,Delicious Party♡Precure,6.99
TV (13 eps),Jul 2012 - Sep 2012,"104,277",2112,Dog Days',6.99
TV (26 eps),Oct 1992 - Mar 1993,"2,248",2113,"Flanders no Inu, Boku no Patrasche",6.99
TV (12 eps),Apr 2016 - Jun 2016,"431,566",2114,Gakusen Toshi Asterisk 2nd Season,6.99
TV (12 eps),Jan 2008 - Mar 2008,"95,920",2115,H2O: Footprints in the Sand,6.99
TV (26 eps),Oct 2004 - Mar 2005,"24,891",2116,Harukanaru Toki no Naka de: Hachiyou Shou,6.99
TV (51 eps),Apr 1989 - Mar 1990,"6,093",2117,Idol Densetsu Eriko,6.99
TV (47 eps),May 2011 - Apr 2012,"81,309",2118,Inazuma Eleven Go,6.99
TV (13 eps),Sep 2014 - Dec 2014,"229,763",2119,Terra Formars,6.99
TV (12 eps),Jul 2020 - Sep 2020,"468,964",2120,Uzaki-chan wa Asobitai!,6.99
TV (12 eps),Jul 2013 - Sep 2013,"647,423",2121,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,6.99
TV (12 eps),Jan 2014 - Mar 2014,"336,317",2122,Witch Craft Works,6.99
TV (26 eps),Apr 2008 - Sep 2008,"634,855",2123,To LOVE-Ru,6.98
TV (25 eps),Apr 2007 - Sep 2007,"79,340",2124,Kaibutsu Oujo,6.98
TV (12 eps),Oct 2020 - Dec 2020,"208,598",2125,Kami-tachi ni Hirowareta Otoko,6.98
TV (13 eps),Jan 2006 - Mar 2006,"6,803",2126,Kinnikuman II Sei: Ultimate Muscle 2,6.98
TV (12 eps),Jul 2012 - Sep 2012,"246,779",2127,Koi to Senkyo to Chocolate,6.98
TV (8 eps),Aug 2021 - Sep 2021,"62,969",2128,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,6.98
TV (127 eps),Oct 1976 - Mar 1979,"1,959",2129,Manga Sekai Mukashibanashi,6.98
TV (12 eps),Jan 2024 -,"125,386",2130,Mato Seihei no Slave,6.98
TV (13 eps),Jul 2008 - Sep 2008,"20,463",2131,Neo Angelique Abyss: Second Age,6.98
TV (26 eps),Oct 2001 - Mar 2002,"6,145",2132,Project ARMS: The 2nd Chapter,6.98
TV (12 eps),Apr 2006 - Jun 2006,"32,963",2133,Renkin San-kyuu Magical? Pokaan,6.98
TV (51 eps),Oct 1986 - Sep 1987,755,2134,Bug tte Honey,6.98
TV (11 eps),Apr 2016 - Jun 2016,"35,923",2135,Concrete Revolutio: Choujin Gensou - The Last Song,6.98
TV (12 eps),Jan 2010 - Apr 2010,"228,313",2136,Dance in the Vampire Bund,6.98
TV (13 eps),Apr 2004 - Jun 2004,"356,173",2137,Gantz,6.98
TV (13 eps),Apr 2020 - Jun 2020,"481,787",2138,Gleipnir,6.98
TV (12 eps),Apr 2012 - Jun 2012,"353,813",2139,Haiyore! Nyaruko-san,6.98
TV (25 eps),Oct 1989 - Mar 1990,"2,206",2140,Dash! Yonkurou,6.97
TV (74 eps),Nov 1997 - Sep 1999,"18,058",2141,Dr. Slump,6.97
TV (43 eps),Dec 1989 - Apr 1991,"6,700",2142,Dragon Quest: Yuusha Abel Densetsu,6.97
TV (26 eps),Apr 2005 - Sep 2005,"20,026",2143,Gokujou Seitokai,6.97
TV (13 eps),Jul 1999 - Oct 1999,"31,314",2144,Kachou Ouji,6.97
TV (12 eps),Jul 2018 - Sep 2018,"246,168",2145,Sirius,6.97
TV (25 eps),Apr 1997 - Sep 1997,"4,945",2146,Super Fishing Grander Musashi,6.97
TV (24 eps),Apr 2023 - Sep 2023,"7,019",2147,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",6.97
TV (4 eps),Aug 2016 - Sep 2016,"709,271",2148,Nanatsu no Taizai: Seisen no Shirushi,6.97
TV (12 eps),Apr 2006 - Jun 2006,"64,461",2149,Princess Princess,6.97
TV (12 eps),Jul 2012 - Sep 2012,"28,717",2150,Rinne no Lagrange Season 2,6.97
TV (12 eps),Jul 2017 - Sep 2017,"191,750",2151,Keppeki Danshi! Aoyama-kun,6.96
TV (51 eps),Jan 1995 - Dec 1995,"14,138",2152,Kishin Douji Zenki,6.96
TV (50 eps),Jul 2010 - Jul 2011,"1,544",2153,Kuruneko 2nd Season,6.96
TV (12 eps),Jan 2020 - Mar 2020,"45,616",2154,Kuutei Dragons,6.96
TV (12 eps),Oct 2016 - Dec 2016,"159,507",2155,Mahou Shoujo Ikusei Keikaku,6.96
TV (12 eps),Jul 2021 - Sep 2021,"18,796",2156,"Ore, Tsushima",6.96
